순위,검색 키워드,영상 제목,채널명,업로드 날짜,조회수,좋아요수,댓글수,조회수_log
426,韓国コスメ,【10月のお気に入り】超レア回✨豊作すぎたので全商品プチプラコスメor韓国コスメorプチプラスキンケア,水越みさと,2025-10-30,241991,3266,90,12.396659946741162
427,韓国コスメ,【ロフト】LOFTで買える韓国コスメレビュー♡2024年新作や注目コスメ紹介！,水越みさと,2024-04-20,241068,2585,51,12.392838478548692
428,韓国コスメ,【ロフト】LOFTで買える韓国コスメレビュー♡2024年新作や注目コスメ紹介！,水越みさと,2024-04-20,241068,2585,51,12.392838478548692
429,ソウル観光,【現地レポ】ソウルのど真ん中がゴーストタウン化…韓国経済崩壊の序章!?,しずかちゃんのアジア歩き,2025-09-14,239239,2668,963,12.385222511158494
430,韓国ファッション,小物がかわいいのでまとめてみました👛👠🧣#スタッフショート　#韓国　#ファッション　#韓国楽しかったですね　#shorts,TAKIMAKI Channel / 滝沢眞規子Official,2023-03-15,239037,1955,11,12.384377814091053
431,ソウル観光,【韓国】2024年 ソウル旅行 グルメも観光も楽しめる2泊3日モデルコース （228）,A style 〜travel〜,2024-03-08,238255,0,36,12.381101004829986
432,韓国コスメ,#韓国旅行 に来たら絶対買って欲しい‼️ #オリーブヤング オススメアイテム‼️なんと韓国でしか買えません‼️お気に入りの店舗もチェケラ‼️,Ella 엘라,2023-08-29,236811,3714,5,12.375021856383695
433,韓国ファッション,🇰🇷服が990円‼️パジャマが490円‼️ #韓国 #韓国旅行 #渡韓 #渡韓情報 #ソウル #ソウル旅行 #韓国ファッション #short #shorts,ぼっちな韓国オタク🇰🇷みちゃん,2025-07-12,234857,3838,18,12.366736355171325
434,韓国ファッション,🇰🇷服が990円‼️パジャマが490円‼️ #韓国 #韓国旅行 #渡韓 #渡韓情報 #ソウル #ソウル旅行 #韓国ファッション #short #shorts,ぼっちな韓国オタク🇰🇷みちゃん,2025-07-12,234857,3838,18,12.366736355171325
435,韓国女子旅,韓国旅行の準備に🇰🇷最新入国手続き・両替・持ち物など,ゆかり🌏Yukari,2025-10-13,229368,4576,63,12.343087339410697
436,ソウル観光,韓国旅行の準備に🇰🇷最新入国手続き・両替・持ち物など,ゆかり🌏Yukari,2025-10-13,229368,4576,63,12.343087339410697
437,韓国ファッション,韓国でこのお店絶対に行くな🙅‍♀️ #韓国 #韓国旅行 #韓国ファッション #韓国コーデ,ぼっちな韓国オタク🇰🇷みちゃん,2025-11-08,228731,1414,18,12.340306291517074
438,韓国ファッション,韓国来たら絶対買うべし‼️今大人気のブランドをまとめてご紹介🇰🇷,【海外Vlog】Haru Daily,2024-08-09,224949,2122,44,12.323633434269318
439,韓国コスメ,【11月のお気に入り🍂】大バズり中のあのプチプラコスメや最強前髪キープスプレーなど7商品を厳選紹介！,水越みさと,2025-11-29,223543,2963,85,12.317363541668746
440,韓国コスメ,大人気韓国コスメブランドfweeをほぼ全種類試した私的、特に買うべき神コスメ6選はこれです！！！,ありちゃん〜毎月の支出の半分をコスメに充てる女〜,2025-10-23,222687,2041,49,12.313526967644577
441,韓国コスメ,大人気韓国コスメブランドfweeをほぼ全種類試した私的、特に買うべき神コスメ6選はこれです！！！,ありちゃん〜毎月の支出の半分をコスメに充てる女〜,2025-10-23,222687,2041,49,12.313526967644577
442,韓国コスメ,【韓国旅Vlog】激安の美容医療＆韓国コスメ！アラ還女子、韓国を旅して5歳若返った♪　★シミ取り／シワ取り／たるみ取り,トラベルねこchannel【50代からの大人旅】,2025-04-06,222679,1035,53,12.313491042297445
443,韓国女子旅,【韓国旅Vlog】激安の美容医療＆韓国コスメ！アラ還女子、韓国を旅して5歳若返った♪　★シミ取り／シワ取り／たるみ取り,トラベルねこchannel【50代からの大人旅】,2025-04-06,222679,1035,53,12.313491042297445
444,ソウル観光,深夜2時に出発する 韓国ソウル弾丸日帰り一人旅🇰🇷買い物、散髪、食べ歩き【リチャージWi-Fi ONEワールド】,おのだ/Onoda,2023-12-23,220514,2455,114,12.303720998766176
445,韓国ファッション,韓国で日本人だとバレるのはなぜ❓ファッション以外の要素も⁉️/ファッショントレンド/韓国ファッション/,ソア / seoa,2024-02-05,220325,3272,98,12.302863546707135
446,ソウル観光,韓国:現代デパート旗艦店！見どころツアー♪ソウル最大級の百貨店【 THE HYUNDAI SEOUL】韓国在住主婦のデパート散歩にお付き合いください〜＾＾,MOMOKA KIM - Japanese Mom in Korea -,2022-11-15,219490,3279,126,12.299066508378843
447,韓国ファッション,【モテる子はもうチェックしてる👀】春服の準備してる？🌸#shorts #fashion #wego #ウィゴー #outfit #韓国ファッション #カジュアル #ガーリー #トレンド,WEGOゆーちゅー部 -WEGO公式-,2025-02-19,218793,1833,4,12.295885926850492
448,韓国ファッション,まじこれ、詐欺すぎて後悔するよ？ #韓国コーデ #韓国ファッション #オールブラック #スラックス #ワイドパンツ #着痩せコーデ #脚痩せ #脚長コーデ #ショート丈 #ひねちノート #ひねち,ひねちノート。,2023-08-16,215192,2362,12,12.279290578859683
449,Kpop聖地巡り,EMOOTE 『スポットライト』Music Video②  #dance  #jpop #idol #electronicmusic #japan #tokyo #ダンス,EMOOTE Channel,2023-11-12,213912,1831,0,12.273324669287287
450,韓国コスメ,【2026年トレンド予想】今年はこれが流行りそう。発売されるコスメやルックから全力予想！,水越みさと,2026-01-24,211381,3214,95,12.261422202151655
451,ソウル観光,[ vlog ]韓国旅行🇰🇷とにかく人気店へ行く2泊3日！明洞/聖水/東大門/弘大/安国#vlog #韓国,インスタの代わりにvlog始めてみた,2025-06-28,206528,1352,36,12.238196117358386
452,韓国女子旅,[ vlog ]韓国旅行🇰🇷とにかく人気店へ行く2泊3日！明洞/聖水/東大門/弘大/安国#vlog #韓国,インスタの代わりにvlog始めてみた,2025-06-28,206528,1352,36,12.238196117358386
453,ソウル観光,初めての韓国旅行で行くべき観光スポット7選　#韓国 #韓国旅行 #shorts,きむあずまの韓国チャンネル,2024-03-02,206281,4322,24,12.236999443677327
454,韓国女子旅,初めての韓国旅行で行くべき観光スポット7選　#韓国 #韓国旅行 #shorts,きむあずまの韓国チャンネル,2024-03-02,206281,4322,24,12.236999443677327
455,韓国ファッション,【本望あやかちゃん❤️3色ショッピング🛍️】どんなコーデになるかな？👀#shorts #fashion #wego #ウィゴー #outfit #韓国ファッション #カジュアル #seju,WEGOゆーちゅー部 -WEGO公式-,2026-03-11,206277,2364,17,12.23698005255846
456,韓国ファッション,【本望あやかちゃん❤️3色ショッピング🛍️】どんなコーデになるかな？👀#shorts #fashion #wego #ウィゴー #outfit #韓国ファッション #カジュアル #seju,WEGOゆーちゅー部 -WEGO公式-,2026-03-11,206277,2364,17,12.23698005255846
457,韓国ファッション,【寒い冬を越すなら絶対これ！⛄️】チェックしてみてね👀✨#shorts #fashion #wego #ウィゴー #秋 #outfit #韓国ファッション #カジュアル #アウター,WEGOゆーちゅー部 -WEGO公式-,2024-11-06,206247,2039,1,12.236834607180214
458,韓国ファッション,【寒い冬を越すなら絶対これ！⛄️】チェックしてみてね👀✨#shorts #fashion #wego #ウィゴー #秋 #outfit #韓国ファッション #カジュアル #アウター,WEGOゆーちゅー部 -WEGO公式-,2024-11-06,206247,2039,1,12.236834607180214
459,ソウル観光,いま行くべき韓国ソウルおすすめ5選 #韓国旅行,にいけい【ここだけの韓国グルメ】,2025-01-24,204823,2562,8,12.22990635278157
460,韓国ファッション,【153㎝骨格ストレート/パーカーで垢抜ける方法🪄】参考にしてみてね🫶#shorts #fashion #wego #outfit #体型カバー #着こなし #韓国ファッション #ストリート,WEGOゆーちゅー部 -WEGO公式-,2025-09-23,202823,1328,3,12.220093886892428
461,韓国女子旅,【Vlog】念願の女子2人旅in韓国🇰🇷✈️カフェ､雑貨屋さん､ショッピング🛍人生初の美容施術も🧖🏻‍♀️✨️,きょうかちゃんねる,2025-02-16,202275,4113,108,12.217388380428497
462,韓国ファッション,GRL冬コーデ5選💞冬になると足出したくなる現象なに…🫢⚡️#grl購入品#grlコーデ#grl#プチプラコーデ#韓国ファッション #韓国ガーリー#1週間コーデ #着回しコーデ,kuu room,2025-12-17,201334,2044,9,12.212725466360274
463,韓国ファッション,GRL冬コーデ5選💞冬になると足出したくなる現象なに…🫢⚡️#grl購入品#grlコーデ#grl#プチプラコーデ#韓国ファッション #韓国ガーリー#1週間コーデ #着回しコーデ,kuu room,2025-12-17,201334,2044,9,12.212725466360274
464,韓国女子旅,2泊3日韓国女子旅vlog🇰🇷 初日はソンスでカフェ巡りしたりお買い物したよ🎀🤍 #韓国 #韓国旅行 #女子旅 #vlog #旅行vlog #休日vlog #社会人の休日,𝒌𝒂𝒔𝒖𝒎𝒊🤍 ┊︎ 丸の内OLの日常,2024-10-31,200565,7539,9,12.208898648619236
465,ソウル観光,"Seoul Vlog – Fall Food Tour, Cozy Cafés, Dongdaemun Shopping, Naksan Park Sunset, Golden Pig BBQ",omemo 올리네,2025-11-18,200304,3634,101,12.207596483898516
466,ソウル観光,"Coffee, Food &amp; Shopping at Seongsu, Seoul&#39;s Trendiest Neighborhood",omemo 올리네,2025-09-22,197933,3592,98,12.195688920775435
467,韓国ファッション,冬のモテスタイルGRLOOK❄️⛄️🤍#grl #grlコーデ #grl購入品 #グレイル #冬服 #冬コーデ #秋冬コーデ #韓国ファッション #おすすめ #コーデ紹介 #プチプラ,ramu ,2025-11-12,197646,3050,13,12.194237890264079
468,ソウル観光,超おすすめ明洞ホテルおすすめ5選✨ #韓国旅行 #明洞 #ソウル観光  #shorts,all korea,2025-01-31,196443,1818,15,12.188132682397509
469,ソウル観光,【Korea Vlog 】-11°Cの極寒ソウル でも大満喫女子2人旅⛄️🇰🇷🥶shopping🛒cafe☕️🫶,すず 스즈,2026-01-26,195173,5474,273,12.181646747368347
470,ソウル観光,【韓国】ソウルでおすすめキレイなホテル！コスパ良し！観光に便利な明洞・江南・東大門 （201）,A style 〜travel〜,2023-06-03,193615,0,33,12.173632095037833
471,ソウル観光,"seoul vlog | 3泊4日の韓国ひとり旅🇰🇷話題のカフェ,グルメ,ショッピング,美容大満喫♡安国,龍山,狎鴎亭,江南,三清洞,漢江etc..",Link,2025-05-27,192991,2377,180,12.170404016250714
472,韓国ファッション,【Part1】ソウル行ったら絶対行くべき！韓国ファッションブランド🇰🇷 #shorts #韓国,ももち Momochi / 牛江桃子,2024-02-22,189952,2325,12,12.154531952120957
473,韓国ファッション,【爆買い】大量購入した韓国の購入品を紹介します！！,みなみチャンネル,2025-11-25,189663,2663,70,12.153009364587565
474,韓国女子旅,〈韓国女子旅〉24時間営業の無人ラーメンコンビニを発見！,ぴと@旅行WEBライター✈️,2023-02-27,185114,3493,40,12.128732532555393
475,韓国女子旅,【韓国✈️弾丸ひとり旅 】土日のみ1泊2日！2週間前にチケ取りして行ってきました（1人旅 / 推し活 / 江南）,人生まるまりたい女の休日,2026-01-17,184791,2422,98,12.12698614720939
476,ソウル観光,【韓国✈️弾丸ひとり旅 】土日のみ1泊2日！2週間前にチケ取りして行ってきました（1人旅 / 推し活 / 江南）,人生まるまりたい女の休日,2026-01-17,184791,2422,98,12.12698614720939
477,韓国ファッション,服好きの妻と韓国2泊3日で古着屋＆爆買い爆食い旅行で大散財しました【古着/服とメシ】,ハルキの服,2023-08-05,184556,1551,65,12.12571363783906
478,韓国ファッション,韓国ファッション着回しコーデ❤︎❕もう冬服買った？？,Hikari 히카리,2022-10-25,183289,2604,39,12.118824876965894
479,ソウル観光,【明洞】韓国でしかできない事を1泊2日で楽しみ尽くす女ひとり大満足旅‼️,【海外Vlog】Haru Daily,2025-04-13,182892,2402,135,12.11665656136662
480,韓国女子旅,【明洞】韓国でしかできない事を1泊2日で楽しみ尽くす女ひとり大満足旅‼️,【海外Vlog】Haru Daily,2025-04-13,182892,2402,135,12.11665656136662
481,韓国ファッション,日本と韓国のファッションの違い　#韓国 #ファッション,トッポギ侍【おがみょんがんちゃん】,2024-10-29,182757,5060,167,12.115918152303694
482,ソウル観光,秋の韓国ソウルひとり旅🇰🇷🍂 ショッピング､グルメ•カフェ、美容すべてを満喫する2泊3日,em iffy,2025-12-03,177906,3464,89,12.089016220828102
483,ソウル観光,【Seoul Vlog🇰🇷】韓国 ソウル旅行 4泊5日 | 40代男の一人旅 | カフェ・買い物・眉アートメイク・美容室 | 聖水洞、狎鴎亭、カロスキル【2025最新】,えとう / Hiroshige Eto,2025-06-06,177135,3371,393,12.084673078099248
484,韓国ファッション,秋冬デートGRLOOK🥂🍂👜♡#grl #grlコーデ #grl購入品 #秋服 #秋冬コーデ #韓国ファッション #プチプラ #おすすめ #デニムコーデ #コーデ紹介 #骨格ウェーブ,ramu ,2025-10-30,176125,2788,8,12.078954926970527
485,ソウル観光,明洞で絶対に行くべきお店・スポット10選 #shorts,韓国おさんぽTV【Korea Walk TV】,2024-09-13,174473,1743,1,12.069531012388772
486,Kpop聖地巡り,明洞で絶対に行くべきお店・スポット10選 #shorts,韓国おさんぽTV【Korea Walk TV】,2024-09-13,174473,1743,1,12.069531012388772
487,韓国ファッション,明洞で絶対に行くべきお店・スポット10選 #shorts,韓国おさんぽTV【Korea Walk TV】,2024-09-13,174473,1743,1,12.069531012388772
488,韓国ファッション,韓国人彼氏と別れました,MOMO CLUB 모모클럽,2026-03-12,172677,2081,393,12.05918386748513
489,韓国女子旅,【韓国旅行Vlog】ホットで定番コースをめぐる ソウル女子旅3日間 | 買物 | グルメ | カフェ Korea/Seoul trip,ゴルトラ / Golf Traveler Amy,2024-05-03,171741,889,19,12.053748629669323
490,韓国ファッション,【冬のデートコーデ3選🧣💘】参考にしてみてね🫶#shorts #fashion #wego #ウィゴー #秋 #outfit #韓国ファッション #カジュアル #デート #トレンド #knit,WEGOゆーちゅー部 -WEGO公式-,2024-11-19,169599,1581,3,12.04119800233994
491,韓国ファッション,【冬のデートコーデ3選🧣💘】参考にしてみてね🫶#shorts #fashion #wego #ウィゴー #秋 #outfit #韓国ファッション #カジュアル #デート #トレンド #knit,WEGOゆーちゅー部 -WEGO公式-,2024-11-19,169599,1581,3,12.04119800233994
492,ソウル観光,千秋の韓国旅行全部見せ！14回目のソウル🇰🇷韓国在住サリーが行くお店だから最新＆穴場ばっかり✴︎寄った場所全紹介 #旅vlog #韓国グルメ #韓国雑貨 ＃韓国カフェ #すっぴん,千秋ちゃんねる,2024-08-09,168649,1225,22,12.035580840489796
493,韓国ファッション,【買い物】韓国のカフェ&amp;セレクトショップ巡り！Visit Korean cafes and select shops!,OURs,2024-09-24,166689,2094,96,12.023891078937133
494,韓国女子旅,【完全保存版】2025年最新! 夏の韓国旅行2泊3日モデルコース‼️韓国旅行初心者の完全ガイド🔰明洞・聖水・南大門 韓国人気エリア巡り！ソウル旅行お得なクーポン,I Korea U 아이코,2025-07-08,165453,698,26,12.016448489545876
495,ソウル観光,【完全保存版】2025年最新! 夏の韓国旅行2泊3日モデルコース‼️韓国旅行初心者の完全ガイド🔰明洞・聖水・南大門 韓国人気エリア巡り！ソウル旅行お得なクーポン,I Korea U 아이코,2025-07-08,165453,698,26,12.016448489545876
496,ソウル観光,#ソウルグルメ #韓国旅行 #渡韓情報 #韓国グルメおすすめ #韓国ご飯 #オススメ #韓国 #韓国情報 #南大門 #ナンデムンシジャン #食べ歩き #南大門市場,ただのオタク ミーナ🧸,2024-06-29,164477,0,0,12.010532101641935
497,韓国ファッション,【今から着れる🤍春服デートコーデ3選🎀】どのコーデが好き？👀#shorts #fashion #wego #ウィゴー #カジュアル #ガーリー #韓国ファッション,WEGOゆーちゅー部 -WEGO公式-,2025-01-26,163864,2263,0,12.006798197083556
498,韓国ファッション,【今から着れる🤍春服デートコーデ3選🎀】どのコーデが好き？👀#shorts #fashion #wego #ウィゴー #カジュアル #ガーリー #韓国ファッション,WEGOゆーちゅー部 -WEGO公式-,2025-01-26,163864,2263,0,12.006798197083556
499,韓国女子旅,【韓国】パンとグルメとお買い物大満喫のソウル三日間🇰🇷🥐2泊3日姉妹旅vlog｜聖水・明洞・東大門,Mia,2025-07-25,163016,1253,61,12.001609768829136
500,韓国ファッション,【韓国Vlog🇰🇷】服好き必見❣️現地ブランド13店舗で爆買い旅！ソウル3泊4日,ぴょるかな / 별가나,2023-03-14,157608,3820,35,11.967872561374381
501,韓国ファッション,【プチプラ】SHOPLISTで韓国ファッション爆買い︕【購入品紹介】,さくらチャンネル,2020-12-12,157150,3555,183,11.964962405552589
502,韓国女子旅,韓国に行くなら絶対に覚えておくべきこと5選💖初めての渡韓、久々の渡韓の方、これだけは知っておいて！超大事な韓国旅行のコツを紹介🌈#newt #韓国 #韓国旅行 #ソウル  #韓国女子旅 #渡韓,NEWT（ニュート）公式,2025-02-27,156170,2116,3,11.95870683973987
503,ソウル観光,【韓国】海外初めての妹をつれて南大門＆明洞で食べ歩きツアー‼️【トリファeSIM】,【海外Vlog】Haru Daily,2024-09-27,156138,2329,74,11.958501915144998
504,韓国ファッション,【SHEIN】ここ最近で1番脂肪あるから、着痩せする服探してみた🔍#骨スト #骨格ストレート #shein シーン #シーン購入品 #着痩せコーデ #韓国ファッション #ぽっちゃり #デニム,きなこもち,2025-03-08,154236,1617,4,11.946245659447746
505,韓国ファッション,🇰🇷韓国人にも大人気な服屋さんはここ💡 #韓国 #韓国旅行 #韓国ファッション #ソウル #渡韓,【韓国留学生】あやな🐰,2025-06-22,152960,2361,11,11.937938265920762
506,韓国ファッション,まだ高速ターミナル行ってるの⁉️行かなきゃ損💦服買うなら絶対ここ💓 #韓国 #韓国情報 #韓国最新 #韓国最新情報 #渡韓 #渡韓情報 #韓国旅行 #韓国旅行情報 #韓国旅行情報最新,ぼっちな韓国オタク🇰🇷みちゃん,2023-11-28,151890,3150,7,11.930918437322289
507,ソウル観光,中国人が日本から韓国へ大移動!? ソウルの明洞がとんでもない姿に…,しずかちゃんのアジア歩き,2025-12-06,151646,1300,321,11.929310730527384
508,韓国ファッション,🇯🇵日本vs韓国🇰🇷 アイドルオタク暦別コーデ！コンサート会場でよくみるオタクをDHOLICで再現してみました👀 #あるある #オタク #韓国ファッション,DHOLIC TV,2023-05-23,150057,1004,9,11.918777165008768
509,韓国ファッション,🇯🇵日本vs韓国🇰🇷 アイドルオタク暦別コーデ！コンサート会場でよくみるオタクをDHOLICで再現してみました👀 #あるある #オタク #韓国ファッション,DHOLIC TV,2023-05-23,150057,1004,9,11.918777165008768
510,韓国ファッション,韓国ファッション巡り大特集！今アツいショップ行きまくる。,宮永えいと,2024-10-05,148337,2140,109,11.907248732659548
511,ソウル観光,【韓国旅行】ソウルで食べるべき韓国グルメ5選 #韓国グルメ #ソウル旅行,にいけい【ここだけの韓国グルメ】,2024-08-18,147845,2093,17,11.903926470467571
512,ソウル観光,"[ 韓国vlog ] 念願の初韓国🇰🇷ソウル2泊3日┊冬の韓国┊東大門,明洞,安国,聖水,江南,狎鴎亭ロデオ┊ジンくんセンイル🐹🎂꙳⋆┊ユッケビビンバ┊爆買い🛍️女子旅┊4K [ SUB/KOR ]",poni,2025-12-18,147476,2223,360,11.901427510399932
513,韓国女子旅,"[ 韓国vlog ] 念願の初韓国🇰🇷ソウル2泊3日┊冬の韓国┊東大門,明洞,安国,聖水,江南,狎鴎亭ロデオ┊ジンくんセンイル🐹🎂꙳⋆┊ユッケビビンバ┊爆買い🛍️女子旅┊4K [ SUB/KOR ]",poni,2025-12-18,147476,2223,360,11.901427510399932
514,ソウル観光,"【ソウル旅行6日間(4K)】約40軒の新オープンカフェ,ローカルグルメ,雑貨店巡り | 冬の韓国旅行プラン | まだあまり知られていないスポットを巡る❄️☕️",momocolog ,2026-01-23,147254,0,108,11.899921056794732
515,韓国ファッション,韓国ファッション好きの全身GRLコーデ🤍#grl,きよ,2025-03-05,147085,2208,2,11.898772728708796
516,韓国ファッション,韓国ファッション好きの全身GRLコーデ🤍#grl,きよ,2025-03-05,147085,2208,2,11.898772728708796
517,韓国ファッション,ハニーズでつくる韓国風春コーデ🌸🥹🎀 #shorts #Honeys #ハニーズ #韓国コーデ #韓国 #プチプラコーデ #骨スト #骨格ストレート,Honeys(ハニーズ),2025-04-30,146282,1633,1,11.893298380666636
518,韓国女子旅,【2泊3日ソウルVLOG】初めての韓国旅が大成功！明洞｜聖水｜安国｜市庁｜美容も満喫✈️ (KR Sub),Noco Travel,2025-07-11,145596,1190,83,11.888597810136845
519,ソウル観光,【韓国旅行】1番好きな安くて旨いソウルの南大門市場で食べ歩き‼️,【海外Vlog】Haru Daily,2024-05-05,144293,2211,113,11.879608163855908
520,韓国ファッション,【Lookbook】20代半ばの韓国ファッション冬服1週間コーディネート🇰🇷日本でも買える韓国通販見つけた✌🏻,미사닝,2021-12-19,143802,3184,314,11.876199586360231
521,韓国ファッション,見つけたら即買い‼️韓国ブランド🇰🇷✨ #韓国 #韓国旅行 #韓国旅行情報 #渡韓 #渡韓情報 #ソウル #ソウル旅行 #short #shorts,ぼっちな韓国オタク🇰🇷みちゃん,2024-08-06,140518,2569,20,11.853097989929733
522,韓国ファッション,韓国で冬服大量ゲットしたけん紹介する⛄️🩵韓国限定の服も🤍,미소 みそ,2024-12-08,138079,1588,127,11.835588506317254
523,韓国ファッション,ブラウン×ブルーコーデ大好きです！🤎🩵#秋服 #秋コーデ #ブラウンコーデ #韓国ファッション #韓国コーデ #fashion #outfit #ootd #レザージャケット #おすすめ,ハヌル하늘,2025-09-25,138004,2075,11,11.83504519536704
524,韓国ファッション,ブラウン×ブルーコーデ大好きです！🤎🩵#秋服 #秋コーデ #ブラウンコーデ #韓国ファッション #韓国コーデ #fashion #outfit #ootd #レザージャケット #おすすめ,ハヌル하늘,2025-09-25,138004,2075,11,11.83504519536704
525,韓国女子旅,【韓国vlog】3泊4日の韓国旅行🇰🇷💓ファンミ開催や爆買いショッピング、韓国グルメなど大充実🛍️✨macotoちゃんとほろ酔いトークも💞,ひよんちゃんねる,2025-11-21,135804,762,35,11.818975312280187
526,韓国ファッション,韓国ファッション🇰🇷秋服コーデ5選🍂🌰🤎#秋服 #フォルニュア,Amaneあまね,2024-10-30,135503,0,26,11.81675643916138
527,韓国ファッション,【韓国買い物Vlog】スタイリスト金子綾が東原亜希ちゃん等と韓国の人気ブランドでリアルショッピング🇰🇷購入品もすこしお見せします！【リアルバイ】,金子綾 / ファッションスタイリスト,2026-01-16,132402,912,16,11.793605580838614
528,韓国ファッション,2泊3日韓国旅行🇰🇷 何度も通うお気に入りのセレクトショップ＆AW購入品👜,Otena vlog,2025-09-27,130991,2256,81,11.78289153161623
529,ソウル観光,1人韓国🇰🇷40時間で人気店だけまわってきた！聖水、漢南洞、明洞、安国、弘大、皮膚管理も,かばみちゃんねる,2025-11-07,129579,1311,52,11.772053730003949
530,ソウル観光,【韓国】ソウルで人気大爆発中のおしゃれタウン「ソンス」を大調査🇰🇷有名なお店全部回ってみた‼️,【海外Vlog】Haru Daily,2024-07-31,128745,1942,55,11.765596750082198
531,韓国女子旅,韓国女子旅1日目 | Korea Vlog Day1,Hitomi,2016-05-23,128431,566,43,11.763154860371358
532,韓国ファッション,【韓国ショッピング】本当は教えたくない！最新セレクトショップ巡り【ファッション/インテリア/グルメ】,NO RULES FOR,2023-04-27,127911,1121,15,11.759097806465256
533,ソウル観光,【韓国・ソウル】50代女子ひとり旅。東大門/聖水/ソウルダル　美味しく食べて飲んだ旅のキロク,寅。travel  〜50 代女子の旅日記〜,2025-05-03,127715,1054,98,11.757564327829044
534,ソウル観光,本当に美味しかった韓国ソウルおすすめグルメ10選 | 韓国旅行,にいけい【ここだけの韓国グルメ】,2025-06-25,127662,1245,41,11.757149258455597
535,ソウル観光,【2泊3日韓国旅行】グルメも買い物も大満足できる観光地5選紹介します | 韓国グルメ,にいけい【ここだけの韓国グルメ】,2024-12-21,126208,1054,13,11.745694541918855
536,韓国ファッション,【☃️冬に韓国行く人必見】韓国の冬は痛いくらい寒いから、韓国の人の冬の服装を参考に暖かく過ごそう🥶❤️‍🔥 #海外女子旅 #韓国旅行 #韓国女子旅 #ソウル観光 #ソウル旅行,けいたび,2024-12-26,125614,875,13,11.740976952637022
537,ソウル観光,【初めての韓国旅行】失敗したこと・後悔していること５選【ソウル旅行初心者向け】,すーたろの旅ログ,2025-06-21,123885,1548,76,11.72711706688261
538,韓国女子旅,〈韓国vlog〉2泊3日韓国女子旅⛄️🧤/美味しかったごはん屋さん🥟/カフェ巡り🧸/明洞/聖水/現代ソウル,Kiki,2024-01-13,123291,1021,28,11.722310804646833
539,韓国ファッション,GRL大量購入Part1！！#韓国ファッション #冬服 #grl #購入品,ハヌル하늘,2024-02-09,121693,2496,1,11.70926497619904
540,韓国ファッション,autumn lookbook‎🍂☕️大好きな秋服で韓国っぽコーデ6選🧸⸝⋆‎🤍158cm/骨格ストレート,すず 스즈,2025-10-01,121640,2927,97,11.70882936273745
541,ソウル観光,【韓国🇰🇷ひとり旅】冬のソウルであったか韓国グルメ巡り✨🤍屋台や市場でアツアツローカルフードを食べ歩く2泊3日ひとり旅｜東大門・南大門・広蔵市場,なとのり / 女ひとり旅,2025-12-13,121508,1416,200,11.707743613093465
542,韓国女子旅,【韓国🇰🇷ひとり旅】冬のソウルであったか韓国グルメ巡り✨🤍屋台や市場でアツアツローカルフードを食べ歩く2泊3日ひとり旅｜東大門・南大門・広蔵市場,なとのり / 女ひとり旅,2025-12-13,121508,1416,200,11.707743613093465
543,韓国女子旅,【母娘で行く韓国女子旅vlog🇰🇷】可愛いに溺れるソウル3日間🫶｜ファッション・グルメ・雑貨・購入品まとめ,Otena vlog,2025-11-15,121389,2152,80,11.70676378189185
544,韓国女子旅,【VLOG】韓国女子旅🇰🇷朝から食べて爆買いして充実🤣最新グルメ&amp;ファッションも紹介❤️‍🔥【聖水】,미소 みそ,2024-05-31,121306,1542,56,11.706079801428672
545,韓国女子旅,明洞ショッピングするなら絶対ここ！#韓国 #韓国旅行 #韓国女子旅 #newt #海外旅行 #韓国トレンド #韓国ファッション #韓国vlog #女子旅 #大学生,NEWT（ニュート）公式,2024-05-16,121148,3605,4,11.704776471980312
546,韓国女子旅,【韓国Vlog】2泊3日のソウル女子旅🇰🇷今回もいろんなショップで洋服を爆買いしました🫶RECTO/ORR/MONOHA/AMOMENTO etc...【ショッピング、カフェ、グルメ】,金子綾 / ファッションスタイリスト,2025-07-28,120929,947,18,11.702967144779322
547,韓国ファッション,【韓国Vlog】2泊3日のソウル女子旅🇰🇷今回もいろんなショップで洋服を爆買いしました🫶RECTO/ORR/MONOHA/AMOMENTO etc...【ショッピング、カフェ、グルメ】,金子綾 / ファッションスタイリスト,2025-07-28,120929,947,18,11.702967144779322
548,ソウル観光,"【Seoul vlog🇰🇷】2泊3日の韓国旅行🥨🤍グルメとショッピング,美容を大満喫🥯東大門/明洞/ロンドンベーグル/聖水/仁川空港",mopo vlog,2025-05-24,119830,1032,43,11.693837695797379
549,韓国ファッション,【総額250万w】韓国で狂ったように爆買い💸人気韓国ブランド服&amp;バック全部可愛いけん紹介するよ🩷【ソンス】,미소 みそ,2024-05-02,118942,1481,109,11.686399665743908
550,韓国ファッション,【総額250万w】韓国で狂ったように爆買い💸人気韓国ブランド服&amp;バック全部可愛いけん紹介するよ🩷【ソンス】,미소 みそ,2024-05-02,118942,1481,109,11.686399665743908
551,韓国ファッション,ZOZOTOWNで韓国っぽい秋服大量購入💰🍁158cm/骨格ストレート,すず 스즈,2024-09-27,117905,1482,47,11.677642975815822
552,ソウル観光,【韓国 ソウル🇰🇷グルメ】ソウルで食べるだけの旅 | 30軒オーバー | 明洞 | 東大門 | 聖水 | 성수 | 狎鴎亭 | 압구정 | 2025 最新 | 서울 맛집 | 수유 | 龍山,渡航のグルメ | tokounogourmet【グルメ旅】,2025-02-15,117717,661,37,11.676047212736556
